Img-id;VM - Hair;NO - Hair;DO - Hair;ET-Hair;ED - Hair;VM - Pen;NO - Pen;DO - Pen;ET-Pen;ED-Pen;Extra notes
PAT_71_108_56.png;;;;;0;;;;;0;
PAT_522_986_800.png;;;;;0;;;;;0;
PAT_1993_4077_139.png;;;;;0;;;;;0;
PAT_492_1784_50.png;;;;;2;;;;;1;
PAT_834_1572_973.png;;;;;0;;;;;0;
PAT_1770_3344_274.png;;;;;1;;;;;0;
PAT_862_1643_386.png;;;;;0;;;;;0;Eye is in the picture
PAT_2103_4581_72.png;;;;;2;;;;;0;
PAT_1288_1003_553.png;;;;;0;;;;;0;
PAT_1892_3760_713.png;;;;;0;;;;;0;
PAT_2065_4412_407.png;;;;;0;;;;;0;
PAT_633_1199_218.png;;;;;2;;;;;1;
PAT_510_959_985.png;;;;;1;;;;;0;
PAT_1133_510_956.png;;;;;0;;;;;1;
PAT_2098_4559_436.png;;;;;;;;;;;
PAT_798_1529_282.png;;;;;;;;;;;
PAT_722_1376_280.png;;;;;;;;;;;
PAT_1288_1003_969.png;;;;;;;;;;;
PAT_890_1694_29.png;;;;;;;;;;;
PAT_397_797_638.png;;;;;;;;;;;
PAT_1577_2543_510.png;;;;;;;;;;;
PAT_2034_4266_880.png;;;;;;;;;;;
PAT_1761_3329_837.png;;;;;;;;;;;
PAT_810_1526_639.png;;;;;;;;;;;
PAT_210_316_401.png;;;;;;;;;;;
PAT_873_1661_178.png;;;;;;;;;;;
PAT_387_786_213.png;;;;;;;;;;;
PAT_156_241_538.png;;;;;;;;;;;
PAT_983_1853_985.png;;;;;;;;;;;
PAT_1450_1556_114.png;;;;;;;;;;;
PAT_1545_1865_519.png;;;;;;;;;;;
PAT_827_1601_859.png;;;;;;;;;;;
PAT_1229_794_274.png;;;;;;;;;;;
PAT_2026_4230_141.png;;;;;;;;;;;
PAT_472_910_453.png;;;;;;;;;;;
PAT_252_383_389.png;;;;;;;;;;;
PAT_914_1732_136.png;;;;;;;;;;;
PAT_751_1497_215.png;;;;;;;;;;;
PAT_1441_1531_670.png;;;;;;;;;;;
PAT_242_369_337.png;;;;;;;;;;;
PAT_200_304_139.png;;;;;;;;;;;
PAT_601_1147_889.png;;;;;;;;;;;
PAT_544_1028_226.png;;;;;;;;;;;
PAT_1494_1707_125.png;;;;;;;;;;;
PAT_1749_3288_409.png;;;;;;;;;;;
PAT_459_892_804.png;;;;;;;;;;;
PAT_1075_324_177.png;;;;;;;;;;;
PAT_70_107_591.png;;;;;;;;;;;
PAT_135_202_695.png;;;;;;;;;;;
PAT_728_1381_63.png;;;;;;;;;;;
PAT_1881_3713_718.png;;;;;;;;;;;
PAT_1418_1448_307.png;;;;;;;;;;;
PAT_561_1068_909.png;;;;;;;;;;;
PAT_677_1348_51.png;;;;;;;;;;;
PAT_168_261_38.png;;;;;;;;;;;
PAT_460_894_401.png;;;;;;;;;;;
PAT_145_216_924.png;;;;;;;;;;;
PAT_541_3303_228.png;;;;;;;;;;;
PAT_513_965_496.png;;;;;;;;;;;
PAT_779_1472_741.png;;;;;;;;;;;
PAT_2016_4155_600.png;;;;;;;;;;;
PAT_423_839_717.png;;;;;;;;;;;
PAT_628_1191_564.png;;;;;;;;;;;
PAT_1136_517_92.png;;;;;;;;;;;
PAT_1324_1146_143.png;;;;;;;;;;;
PAT_230_1009_92.png;;;;;;;;;;;
PAT_2079_4480_586.png;;;;;;;;;;;
PAT_1184_678_86.png;;;;;;;;;;;
PAT_318_677_278.png;;;;;;;;;;;
PAT_982_1852_526.png;;;;;;;;;;;
PAT_687_1304_898.png;;;;;;;;;;;
PAT_992_1864_653.png;;;;;;;;;;;
PAT_522_3168_747.png;;;;;;;;;;;
PAT_1701_3136_33.png;;;;;;;;;;;
PAT_409_2614_24.png;;;;;;;;;;;
PAT_389_2600_833.png;;;;;;;;;;;
PAT_104_1756_151.png;;;;;;;;;;;
PAT_320_681_410.png;;;;;;;;;;;
PAT_474_912_879.png;;;;;;;;;;;
PAT_279_430_356.png;;;;;;;;;;;
PAT_273_421_905.png;;;;;;;;;;;
